field_id,soil_ph,organic_matter,sand_pct,temperature,humidity,rainfall,ndvi,yield
F00398,7.2,2.44,33.4,24.9,82,169.4,0.42,4090.0
F00399,7.02,1.66,34.6,27.9,80,138.1,0.47,4292.1
F00400,6.09,2.81,59.7,27.4,83,162.4,0.46,4309.5
F00401,6.35,3.13,40.3,25.2,84,105.4,0.52,4797.3
F00402,5.87,1.93,38.8,25.5,69,135.6,0.63,3828.0
F00403,5.72,2.43,31.6,26.1,71,102.4,0.42,3869.9
F00404,6.95,3.83,49.1,28.3,67,173.2,0.7,3816.4
F00405,6.04,2.61,49.6,27.7,74,176.7,0.51,4368.8
F00406,7.14,3.51,35.3,24.4,83,106.7,0.61,4542.7
F00407,7.49,3.82,57.6,28.6,69,142.6,0.4,3857.8
F00408,5.65,3.94,54.0,25.6,69,126.0,0.53,4515.4
F00409,6.45,3.75,36.9,28.0,75,127.4,0.4,4442.1
F00410,7.1,2.29,44.6,24.7,83,136.1,0.46,3981.6
F00411,7.08,3.91,43.8,30.0,76,110.0,0.56,3844.7
F00412,7.02,3.53,40.5,24.5,81,114.5,0.59,4822.7
F00413,6.2,3.59,54.5,28.5,84,146.2,0.45,4354.5
F00414,6.41,1.54,33.3,27.2,79,101.5,0.66,4555.8
F00415,6.69,3.89,42.5,24.5,82,148.0,0.47,4888.0
F00416,7.45,3.45,42.8,24.2,73,125.5,0.44,3808.1
F00417,6.16,3.42,44.1,26.2,81,166.6,0.52,4025.8
F00418,7.35,1.7,55.8,28.8,75,148.0,0.59,4151.7
F00419,6.04,2.08,36.5,24.2,70,156.6,0.75,3849.3
F00420,7.48,3.91,33.1,28.2,76,109.2,0.55,4760.6
F00421,6.84,2.75,48.5,27.9,75,121.3,0.55,3625.1
F00422,6.43,2.49,35.2,25.6,81,179.7,0.42,3858.7
F00423,6.73,3.6,32.2,24.5,74,134.7,0.67,3786.6
F00424,6.05,1.72,42.8,29.5,77,128.7,0.46,4930.1
F00425,6.05,2.54,36.6,25.8,69,169.9,0.66,4441.0
F00426,5.73,2.44,40.8,24.7,68,102.6,0.72,4574.3
F00427,5.73,2.37,37.8,28.1,71,142.8,0.67,3662.6
F00428,6.2,2.27,32.8,25.3,79,116.8,0.62,3791.0
F00429,7.03,2.03,46.8,26.9,66,129.5,0.61,4714.8
F00430,6.72,1.93,30.8,24.3,81,116.0,0.56,4351.6
F00431,5.71,3.1,59.0,30.0,72,103.0,0.45,3567.7
F00432,7.2,3.8,40.2,26.7,80,133.3,0.67,4348.5
F00433,6.7,2.77,50.9,30.0,84,163.1,0.57,4213.1
F00434,7.42,2.24,54.3,26.3,67,176.2,0.62,3730.5
F00435,6.84,1.9,38.4,26.1,81,149.9,0.53,4389.4
F00436,5.85,3.58,52.5,29.5,69,131.1,0.47,3760.7
F00437,6.45,3.93,55.0,26.0,78,161.6,0.68,4717.2
F00438,6.8,2.37,37.2,26.6,78,140.4,0.52,4427.7
F00439,5.56,2.23,59.8,24.5,78,129.4,0.7,4807.0
F00440,5.53,3.0,30.6,29.7,75,114.3,0.74,4137.0
F00441,5.76,3.44,36.5,24.5,84,163.7,0.69,4267.9
F00442,6.0,2.64,53.4,28.6,77,140.0,0.44,4640.9
F00443,6.36,3.08,35.8,27.2,73,177.1,0.7,4319.4
F00444,6.47,3.29,50.9,24.4,84,164.2,0.58,4358.0
F00445,5.78,3.9,55.7,24.0,66,133.6,0.48,4330.0
F00446,6.85,1.91,58.8,29.6,76,159.3,0.43,4237.0
F00447,6.69,3.99,44.2,28.5,72,136.3,0.5,4708.5
F00448,6.09,2.48,59.1,28.1,80,106.4,0.45,4227.8
F00449,5.53,3.31,42.3,26.6,65,141.3,0.41,4851.2
F00450,5.66,2.93,36.5,25.4,80,169.3,0.75,4712.9
F00451,6.28,2.72,45.4,28.1,70,168.4,0.69,4538.7
F00452,5.81,3.25,49.5,27.6,84,146.0,0.66,4848.0
F00453,6.25,2.49,43.7,28.4,70,130.4,0.47,4305.6
F00454,6.76,1.82,47.0,26.2,67,100.8,0.41,4732.8
F00455,6.59,2.72,42.5,29.9,73,124.9,0.57,3862.7
F00456,5.96,2.8,45.7,24.4,83,179.2,0.66,3609.5
F00457,6.19,2.0,58.6,24.5,67,158.1,0.74,4527.5
F00458,6.73,3.84,45.0,29.5,71,157.4,0.7,3952.4
F00459,7.22,2.07,37.6,27.9,78,160.9,0.71,4451.9
F00460,7.01,2.52,52.8,26.0,78,149.6,0.48,3616.1
F00461,6.61,1.89,40.1,28.6,67,146.9,0.45,4933.5
F00462,6.22,2.84,54.5,26.7,69,136.3,0.49,4272.7
F00463,6.23,2.27,31.7,24.1,69,135.5,0.45,3514.3
F00464,7.26,2.72,40.0,27.9,83,169.7,0.68,4214.1
F00465,5.58,2.06,32.8,25.5,74,131.5,0.72,4684.6
F00466,7.48,1.63,32.6,24.7,73,167.2,0.51,4797.8
F00467,6.83,3.45,49.8,25.4,80,167.0,0.71,4191.9
F00468,6.86,3.1,41.6,26.9,73,161.7,0.42,3688.9
F00469,5.58,2.35,56.1,24.3,70,103.0,0.64,4859.3
F00470,6.71,1.62,45.5,29.3,69,111.8,0.58,4971.8
F00471,6.47,3.66,38.9,27.4,68,125.2,0.5,3594.8
F00472,5.71,1.92,51.6,25.8,84,167.8,0.67,3617.1
F00473,6.06,3.83,48.7,28.1,82,169.9,0.47,4348.4
F00474,7.28,2.7,54.0,28.8,80,103.3,0.55,4300.9
F00475,6.6,2.35,49.3,27.7,71,126.0,0.65,4383.0
F00476,6.33,3.35,35.0,25.2,78,168.0,0.52,3975.7
F00477,5.65,3.69,50.1,24.7,81,120.0,0.7,3575.5
F00478,6.93,2.43,41.7,29.2,72,178.1,0.7,4370.5
F00479,6.91,2.52,43.9,25.4,75,139.1,0.47,3727.2
F00480,6.73,2.58,57.6,24.1,81,175.0,0.55,4011.9
F00481,6.52,3.81,40.8,27.9,78,134.3,0.55,4373.7
F00482,6.37,3.23,48.4,24.9,73,125.9,0.54,3812.7
F00483,6.69,2.12,40.9,29.9,70,129.0,0.58,4313.7
F00484,5.97,1.96,32.8,29.2,72,170.7,0.43,4572.1
F00485,7.38,2.08,43.6,27.7,81,126.5,0.7,3598.7
F00486,6.68,2.16,47.9,29.0,77,153.5,0.5,4429.2
F00487,6.12,2.08,42.2,26.8,77,137.6,0.4,4264.2
F00488,6.4,3.15,41.7,28.7,81,175.3,0.64,3646.2
F00489,7.11,1.79,54.6,27.9,83,112.7,0.63,4559.5
F00490,5.82,2.47,30.9,24.2,66,134.3,0.74,3966.3
F00491,6.09,3.06,38.9,29.7,82,110.0,0.65,3773.4
F00492,6.86,2.23,54.4,29.2,68,146.3,0.52,3923.7
F00493,6.13,1.66,57.6,29.7,71,132.2,0.73,4319.3
F00494,7.09,1.7,42.4,28.4,80,104.9,0.53,4370.1
F00495,5.76,1.81,56.7,26.5,83,168.0,0.69,3754.5
F00496,7.03,3.59,36.0,25.2,79,130.0,0.52,4905.0
F00497,5.64,3.14,36.6,25.1,78,139.5,0.42,3993.4
F00498,5.53,1.66,55.4,24.9,77,132.6,0.66,3902.4
F00499,7.3,2.48,57.1,25.3,84,139.1,0.52,3780.1
F00500,6.66,2.2,36.7,27.3,71,101.3,0.52,3680.8
F00501,6.2,2.95,31.8,28.1,79,165.2,0.65,4973.1
F00502,5.97,2.81,32.7,25.9,65,126.6,0.51,4512.1
F00503,6.73,2.7,37.8,27.3,66,158.0,0.44,4680.5
F00504,6.52,2.29,52.8,26.0,67,105.2,0.54,4102.2
F00505,7.48,1.84,45.3,28.2,69,141.9,0.69,4121.9
F00506,7.47,3.36,43.7,29.9,80,172.7,0.45,4980.3
F00507,6.77,3.7,47.5,28.1,81,131.9,0.59,3801.0
F00508,6.39,3.86,56.7,24.4,82,115.8,0.45,3990.4
F00509,6.48,1.65,32.7,26.9,80,107.9,0.42,3792.7
F00510,6.86,3.35,50.8,28.6,75,168.7,0.53,3923.9
F00511,5.7,3.32,57.8,27.3,67,119.1,0.63,4495.4
F00512,6.16,3.87,36.4,29.7,74,178.0,0.5,3963.4
F00513,5.65,2.13,55.1,24.3,82,119.8,0.56,4813.3
F00514,5.65,3.36,50.9,25.7,80,138.5,0.57,3573.0
F00515,5.89,1.64,30.4,25.3,73,136.6,0.69,4032.1
F00516,6.47,3.08,36.9,28.6,65,105.0,0.69,4791.1
F00517,7.07,2.38,48.2,27.1,75,142.5,0.4,4432.1
F00518,6.47,3.42,45.1,24.8,75,153.8,0.54,4656.4
F00519,6.17,3.66,45.8,25.7,77,159.4,0.63,3985.5
F00520,5.66,2.41,37.0,27.1,72,141.8,0.7,4054.0
F00521,6.6,2.81,50.3,30.0,83,165.0,0.42,4832.3
F00522,6.04,1.79,38.0,26.2,73,160.2,0.62,4624.4
F00523,6.73,2.54,41.7,24.9,70,115.5,0.69,4076.4
F00524,7.45,2.4,41.1,27.0,68,132.1,0.49,3823.0
F00525,5.72,1.96,50.2,25.9,73,111.4,0.47,3659.4
F00526,5.92,3.74,32.7,27.4,79,110.7,0.56,4792.7
F00527,6.45,1.87,36.2,26.8,82,157.0,0.74,4546.5
F00528,7.44,3.09,36.0,28.1,68,142.4,0.64,4411.0
F00529,7.04,3.73,33.3,29.5,83,148.1,0.55,4664.9
F00530,7.3,3.78,36.2,25.2,80,158.6,0.41,4872.5
F00531,6.17,3.48,48.2,28.9,70,122.2,0.59,4642.4
F00532,7.48,1.94,52.0,29.7,76,132.1,0.52,4131.0
F00533,5.71,3.54,49.8,26.2,79,148.5,0.46,3764.7
F00534,5.61,2.19,44.3,24.7,79,107.7,0.58,4570.7
F00535,7.21,3.81,31.6,28.9,79,166.6,0.52,3870.1
F00536,7.35,3.27,58.8,28.2,80,127.5,0.41,4673.9
F00537,5.68,3.46,35.0,25.3,78,152.7,0.65,4008.1
F00538,5.73,1.71,50.1,26.7,72,179.6,0.66,3735.2
F00539,5.57,2.96,57.4,27.5,66,138.0,0.62,3882.0
F00540,5.71,3.55,50.9,25.0,79,117.2,0.69,3900.0
F00541,5.92,3.65,36.5,28.3,72,117.3,0.47,4068.2
F00542,7.44,1.57,39.5,28.1,75,104.8,0.5,3885.9
F00543,6.84,3.85,30.9,29.3,80,161.4,0.56,3838.3
F00544,7.06,1.61,48.4,27.4,72,123.5,0.42,4087.6
F00545,7.05,3.04,48.4,27.4,69,113.8,0.71,4802.2
F00546,6.57,3.23,51.8,27.7,84,157.1,0.57,3605.7
F00547,7.09,1.77,30.3,25.6,68,124.7,0.51,3944.4
F00548,6.69,1.62,54.5,28.6,76,148.0,0.57,4343.5
F00549,6.13,3.46,52.2,28.0,74,133.4,0.51,4811.7
F00550,6.62,2.46,34.2,29.0,68,126.7,0.5,3926.2
F00551,6.57,1.77,40.4,28.6,83,139.2,0.56,4023.1
F00552,7.15,3.41,49.2,27.8,74,125.1,0.57,4696.9
F00553,7.46,3.62,44.9,25.0,83,169.6,0.55,4058.8
F00554,6.32,2.97,33.5,29.5,83,105.8,0.59,4777.3
F00555,7.03,1.9,32.6,26.2,75,102.4,0.67,4182.9
F00556,5.7,1.54,53.4,29.8,77,132.5,0.42,4353.6
F00557,7.05,3.25,34.7,26.4,66,113.8,0.68,4341.3
F00558,6.24,2.88,35.2,24.9,78,159.5,0.48,3679.0
F00559,5.58,3.13,54.9,29.3,84,128.3,0.49,4032.4
F00560,6.23,3.53,48.4,28.8,82,120.9,0.61,3862.4
F00561,6.72,2.59,48.1,28.7,80,128.8,0.74,4524.5
F00562,5.74,1.81,44.4,24.5,68,117.6,0.41,4900.5
F00563,7.35,3.85,47.1,29.3,65,124.0,0.64,3818.6
F00564,5.66,2.86,48.1,27.6,67,145.4,0.64,3636.9
F00565,7.36,3.04,59.0,26.8,76,169.1,0.6,4259.9
F00566,6.91,3.83,36.7,29.5,67,129.7,0.4,4086.3
F00567,6.16,3.83,36.4,28.0,82,125.7,0.61,3553.6
F00568,6.28,2.93,31.7,24.8,68,162.5,0.44,4882.4
F00569,6.98,2.24,49.7,27.1,81,101.8,0.43,4910.2
F00570,6.7,3.99,46.5,27.8,76,124.2,0.64,4775.6
F00571,6.84,3.2,33.3,29.4,84,136.2,0.65,3920.8
F00572,6.28,2.52,40.9,25.7,72,148.1,0.71,3683.6
F00573,6.48,2.9,35.4,28.8,81,112.5,0.4,4388.7
F00574,7.48,2.54,39.9,28.8,78,134.6,0.53,3922.3
F00575,5.93,3.72,58.5,24.8,84,145.3,0.4,3802.6
F00576,6.34,2.71,50.5,24.1,75,140.8,0.53,4462.0
F00577,6.08,3.56,30.2,27.5,72,146.0,0.57,4625.6
F00578,7.03,3.6,37.6,28.7,65,153.0,0.59,4290.9
F00579,7.03,3.56,30.3,27.3,81,130.3,0.52,3980.0
F00580,6.08,3.31,51.4,28.9,84,105.1,0.65,4268.8
F00581,5.66,3.64,44.1,27.7,82,104.4,0.55,4399.6
F00582,5.52,2.47,59.8,27.9,74,168.7,0.58,3577.8
F00583,6.35,1.79,52.0,24.2,73,154.2,0.68,4165.7
F00584,6.32,3.61,45.5,24.5,66,161.1,0.46,4397.5
F00585,7.48,2.75,54.1,28.4,84,174.3,0.51,3694.2
F00586,6.44,1.82,51.1,28.6,67,160.0,0.58,4173.3
F00587,6.01,1.79,37.3,27.3,65,155.4,0.67,4020.1
F00588,7.28,1.9,45.9,27.5,65,152.5,0.55,4801.8
F00589,6.48,3.38,46.7,27.7,82,120.7,0.43,4234.1
F00590,6.7,3.28,43.5,24.6,72,176.6,0.75,4139.4
F00591,5.69,2.01,35.4,28.0,82,143.4,0.65,3865.8
F00592,6.27,3.62,36.7,26.9,65,117.8,0.65,4936.2
F00593,7.39,2.2,38.4,27.6,81,116.8,0.56,4941.7
F00594,6.68,3.48,30.3,27.4,74,165.2,0.59,4050.1
F00595,6.19,2.72,57.5,28.6,73,120.0,0.75,4893.6
F00596,6.75,3.33,50.6,25.9,74,103.3,0.61,4427.9
F00597,7.32,2.45,50.7,26.2,65,134.3,0.48,4671.6
F00598,6.05,2.37,47.2,26.3,80,165.4,0.74,3634.8
F00599,6.51,3.6,50.7,28.6,71,133.2,0.59,3532.0
F00600,7.42,1.59,59.5,26.6,67,164.3,0.41,4271.1
F00601,5.84,3.94,41.6,25.1,81,166.2,0.6,3613.9
F00602,6.94,3.12,51.4,29.9,73,168.6,0.42,4837.6
F00603,6.73,2.58,40.8,27.0,79,147.1,0.58,4730.2
F00604,6.86,3.07,55.6,24.7,72,156.0,0.69,4572.2
F00605,6.2,1.81,55.7,28.0,68,120.9,0.59,3547.1
F00606,6.13,2.79,57.1,28.4,83,108.0,0.53,4187.5
F00607,6.87,3.96,30.2,27.0,66,142.6,0.71,3617.1
F00608,5.93,2.09,38.9,27.9,66,100.8,0.72,4893.0
F00609,6.34,3.31,34.0,25.0,77,137.3,0.52,4418.9
F00610,5.88,2.59,43.6,26.2,83,108.2,0.57,3734.8
F00611,5.52,3.13,44.9,25.0,65,108.7,0.74,4340.9
F00612,7.44,2.01,37.7,26.3,79,169.7,0.46,3677.8
F00613,6.36,2.68,51.7,27.4,66,151.2,0.5,3718.5
F00614,7.44,3.95,38.1,26.7,80,151.6,0.55,3621.4
F00615,5.78,1.99,55.6,27.6,78,132.4,0.44,4807.6
F00616,6.67,3.09,35.3,27.0,70,133.1,0.5,4318.5
F00617,5.9,2.94,41.0,25.9,75,124.2,0.59,3991.9
F00618,7.08,2.91,48.7,24.9,78,134.7,0.48,3501.0
F00619,7.07,3.04,48.2,25.5,84,147.0,0.64,4208.0
F00620,5.73,2.76,32.3,25.2,68,114.9,0.52,4269.2
F00621,7.32,1.54,55.4,28.2,81,120.9,0.43,4004.8
F00622,5.89,3.75,47.9,28.9,80,139.6,0.67,4226.5
F00623,6.73,3.57,56.1,28.3,70,130.8,0.6,3651.1
F00624,7.47,1.94,56.0,27.9,72,165.6,0.69,4883.1
F00625,7.26,2.53,46.4,25.8,77,165.7,0.53,3887.5
F00626,7.41,3.43,57.3,28.3,68,126.9,0.41,4922.7
F00627,6.19,3.95,55.5,27.6,80,136.1,0.42,4239.3
F00628,5.71,3.88,58.7,24.3,81,178.1,0.68,4785.1
F00629,5.88,3.75,55.5,29.4,68,166.2,0.54,4365.8
F00630,6.5,1.9,54.6,24.5,80,117.3,0.74,4766.6
F00631,7.09,3.79,44.1,27.0,66,122.4,0.69,3515.2
F00632,5.8,3.7,36.4,27.1,84,106.7,0.41,3779.7
F00633,6.82,2.44,57.3,29.0,77,154.2,0.7,4030.9
F00634,6.15,2.49,51.7,29.5,67,125.4,0.47,3944.2
F00635,6.18,2.65,38.5,29.6,74,142.9,0.57,4920.1
F00636,6.82,3.14,40.2,27.4,82,161.5,0.58,4092.0
F00637,6.43,2.15,50.6,28.1,67,166.9,0.42,4958.2
F00638,7.12,1.56,44.3,24.5,65,126.0,0.44,4476.5
F00639,5.81,1.85,32.4,26.9,75,119.0,0.55,4753.3
F00640,7.08,2.6,34.2,29.4,69,167.9,0.62,4090.8
F00641,5.63,2.21,52.4,26.7,67,130.5,0.49,3785.1
F00642,5.89,3.41,39.9,24.4,75,165.8,0.58,3575.7
F00643,6.81,1.77,45.2,25.2,65,112.0,0.53,4484.6
F00644,7.21,3.79,53.0,26.6,79,173.0,0.62,4957.7
F00645,6.01,3.74,52.5,25.4,71,138.7,0.55,3677.4
F00646,6.15,3.77,35.0,26.4,66,113.6,0.7,4657.6
F00647,6.57,3.35,33.0,26.0,79,142.8,0.74,4046.9
F00648,5.92,1.77,47.7,25.9,82,169.6,0.72,4990.2
F00649,7.12,2.6,52.2,24.5,68,131.1,0.46,4805.1
F00650,7.05,1.83,34.5,29.3,65,114.2,0.56,3846.2
F00651,5.79,3.97,41.2,28.2,73,146.1,0.56,4648.6
F00652,6.43,2.33,56.1,27.7,73,166.8,0.69,4601.3
F00653,7.05,2.96,58.3,27.6,70,109.7,0.53,4645.1
F00654,6.17,3.45,43.6,26.4,78,103.3,0.59,3624.2
F00655,6.77,3.8,32.4,28.9,73,104.5,0.61,4714.1
F00656,5.6,3.39,37.7,29.6,66,118.4,0.44,3892.1
F00657,6.72,3.19,37.0,24.0,73,100.6,0.6,4385.6
F00658,5.81,2.66,37.2,24.5,77,134.3,0.49,3673.1
F00659,7.16,3.01,44.8,28.0,84,155.8,0.47,4337.2
F00660,6.21,1.74,47.5,25.4,84,156.8,0.49,4859.6
F00661,6.06,3.71,33.7,29.5,76,150.9,0.43,3765.8
F00662,7.18,2.86,56.7,28.0,74,123.7,0.42,4782.6
F00663,5.6,1.6,48.6,26.2,69,158.9,0.63,4153.2
F00664,6.29,3.8,47.9,26.5,76,146.1,0.73,3983.5
F00665,6.24,2.72,59.6,28.1,65,168.9,0.64,3585.6
F00666,6.07,3.67,48.8,24.8,68,138.2,0.51,4292.8
F00667,7.32,3.64,57.9,29.3,77,114.4,0.52,3799.9
F00668,7.0,3.54,38.6,24.0,82,150.8,0.59,4910.2
F00669,5.63,1.65,37.2,29.9,66,112.1,0.7,3857.2
F00670,6.93,2.12,45.5,25.0,75,177.1,0.47,4380.2
F00671,6.55,3.69,45.3,28.5,68,156.3,0.56,4337.8
F00672,7.3,3.75,36.8,24.2,82,160.5,0.57,4005.2
F00673,6.13,2.65,51.0,26.6,71,154.3,0.73,4778.1
F00674,6.65,2.6,30.9,27.8,73,107.8,0.59,3774.9
F00675,6.5,1.94,50.7,24.4,66,137.2,0.67,4725.6
F00676,6.48,3.92,43.7,26.7,68,152.1,0.43,3811.2
F00677,6.41,2.03,50.7,25.8,78,118.3,0.51,3558.6
F00678,5.91,1.98,44.3,27.0,81,154.4,0.61,4915.8
F00679,7.01,3.15,59.3,27.0,65,165.6,0.64,4455.9
F00680,6.4,2.11,40.0,28.7,67,122.0,0.71,4445.7
F00681,7.42,3.85,59.5,24.7,65,116.0,0.61,3897.6
F00682,6.02,1.53,31.9,24.5,84,170.7,0.5,3708.8
F00683,6.87,1.51,50.5,26.4,77,100.4,0.59,4559.1
F00684,7.38,2.76,43.6,29.3,78,120.5,0.65,4278.1
F00685,6.83,2.72,54.7,29.1,76,132.5,0.67,3976.9
F00686,7.24,1.91,53.7,27.4,75,153.8,0.73,3975.2
F00687,7.15,2.74,54.0,29.3,82,179.8,0.47,4833.9
F00688,6.22,2.53,32.8,28.8,66,129.7,0.63,4834.5
F00689,6.7,3.73,54.7,25.7,67,175.9,0.47,3911.9
F00690,5.81,1.52,36.4,25.0,68,129.3,0.51,4691.2
F00691,6.57,3.94,30.8,25.8,73,155.6,0.45,3840.0
F00692,5.96,3.06,36.5,25.4,75,113.2,0.67,4711.9
F00693,6.99,1.88,44.4,27.7,73,136.8,0.72,3689.4
F00694,6.56,1.62,52.3,27.5,81,169.7,0.41,4637.2
F00695,6.32,2.85,36.6,27.6,79,125.6,0.68,4333.5
F00696,6.04,2.09,33.4,25.1,73,108.4,0.48,3676.4
F00697,7.5,2.25,49.4,28.8,71,141.8,0.57,4423.6
F00698,5.64,2.11,59.5,26.6,72,135.2,0.66,3788.6
F00699,5.59,3.13,48.0,26.8,67,118.4,0.58,3791.2
F00700,5.93,2.88,50.7,30.0,65,172.4,0.48,4171.0
F00701,7.44,1.69,46.8,25.7,68,148.1,0.72,4946.4
F00702,7.46,2.82,53.5,26.4,81,127.8,0.61,4838.3
F00703,6.81,3.48,59.3,28.1,65,179.7,0.73,4739.7
F00704,7.26,1.7,46.3,29.3,68,111.0,0.7,4776.7
F00705,5.93,3.72,42.5,24.8,72,167.8,0.71,4245.9
F00706,7.44,2.95,55.8,28.4,81,118.4,0.53,4062.1
F00707,5.79,3.88,59.1,29.5,76,119.2,0.75,4826.0
F00708,5.7,1.87,33.9,26.5,80,139.9,0.7,3621.3
F00709,5.72,3.98,47.3,25.7,69,153.0,0.52,4994.1
F00710,6.65,3.11,53.8,28.1,77,155.2,0.71,4329.5
F00711,7.06,2.92,46.0,25.5,77,101.8,0.66,4310.7
F00712,6.23,2.79,42.3,26.3,76,122.9,0.65,3937.9
F00713,7.46,1.56,49.7,29.4,67,152.8,0.4,3755.5
F00714,6.37,3.85,38.1,27.5,76,171.2,0.41,4520.4
F00715,5.8,3.11,40.5,24.6,84,153.6,0.64,4042.6
F00716,6.43,1.73,59.8,26.0,84,121.3,0.5,3953.7
F00717,6.86,1.55,49.1,27.8,84,140.6,0.42,3743.5
F00718,7.16,1.63,56.2,26.9,75,151.8,0.5,4302.7
F00719,6.42,3.02,54.2,28.0,74,110.8,0.69,4382.5
F00720,6.69,3.04,49.6,28.6,80,143.6,0.56,4164.6
F00721,6.03,2.75,55.2,26.9,70,137.7,0.62,3518.1
F00722,6.79,2.27,38.6,29.9,81,126.9,0.68,4237.5
F00723,7.47,2.83,49.1,29.5,77,149.9,0.51,3907.9
F00724,5.6,2.79,47.7,24.4,82,150.9,0.4,3708.0
F00725,7.27,1.55,48.7,25.6,76,177.7,0.51,4366.4
F00726,6.62,2.21,35.1,25.8,69,134.3,0.73,4506.9
F00727,6.0,1.63,38.3,25.1,84,142.5,0.57,4278.2
F00728,7.41,3.75,38.6,25.9,80,112.6,0.6,4421.4
F00729,6.47,3.31,48.1,26.5,67,143.9,0.67,4409.8
F00730,6.16,3.99,59.2,24.3,80,102.9,0.44,3686.4
F00731,5.86,2.26,58.6,24.8,75,112.0,0.66,3823.7
F00732,5.99,3.7,36.8,24.6,78,113.7,0.5,3514.2
F00733,7.17,3.01,39.1,24.3,77,150.6,0.54,4972.9
F00734,6.73,2.63,31.1,26.9,75,145.4,0.49,3816.8
F00735,7.33,2.06,42.0,26.0,78,163.8,0.45,4722.1
F00736,5.96,3.35,55.0,29.6,74,137.2,0.53,4671.9
F00737,5.74,3.76,57.5,24.6,82,138.0,0.43,4557.5
F00738,5.51,2.09,37.1,29.6,71,112.9,0.7,4174.6
F00739,6.52,1.94,38.0,24.5,82,159.4,0.51,4375.8
F00740,7.5,3.24,36.6,27.7,66,100.3,0.63,3779.5
F00741,6.89,3.94,40.5,25.5,72,134.0,0.5,3659.2
F00742,6.12,3.37,54.1,29.0,79,115.1,0.47,4027.6
F00743,7.25,2.21,49.4,24.4,70,161.7,0.65,4738.4
F00744,7.06,2.55,53.6,29.7,77,153.9,0.62,4346.0
F00745,5.53,2.46,47.5,24.3,69,156.5,0.48,4645.8
F00746,7.13,3.63,37.7,25.4,67,111.9,0.61,4835.5
F00747,6.1,3.43,36.8,26.8,79,153.5,0.4,4340.8
F00748,5.8,2.97,30.3,28.5,73,155.3,0.46,4050.9
F00749,5.95,2.19,53.4,29.7,81,100.2,0.65,4783.5
F00750,6.44,3.84,55.4,26.6,81,125.4,0.54,3844.4
F00751,6.35,3.13,53.0,28.5,77,107.0,0.47,3537.1
F00752,6.08,3.93,32.2,28.4,82,154.5,0.58,3576.0
F00753,5.84,2.95,52.9,27.4,84,117.0,0.56,4373.4
F00754,7.02,3.55,31.4,28.1,69,121.2,0.62,4838.5
F00755,7.48,3.53,33.2,24.2,77,106.3,0.43,4346.4
F00756,7.06,2.34,43.2,26.6,71,138.7,0.69,4113.8
F00757,6.09,3.91,44.3,28.7,68,102.6,0.42,4365.6
F00758,5.99,1.55,54.5,26.8,77,167.6,0.56,4506.7
F00759,5.94,3.42,50.4,29.2,81,102.1,0.65,4637.7
F00760,5.77,3.91,34.6,29.0,72,104.9,0.52,4021.0
F00761,6.6,2.35,36.8,29.2,67,151.2,0.72,4080.3
F00762,6.71,3.12,38.6,24.8,80,173.4,0.66,3535.5
F00763,6.91,2.91,33.7,25.5,66,171.4,0.55,4474.4
F00764,6.86,3.4,38.6,24.2,65,106.7,0.46,4665.1
F00765,6.08,3.67,51.9,29.9,72,123.1,0.42,4266.4
F00766,6.16,3.01,37.2,25.4,67,141.7,0.68,4064.8
F00767,6.86,3.54,55.1,26.2,81,102.1,0.47,3999.7
F00768,6.2,2.28,44.1,25.6,83,142.3,0.49,4467.6
F00769,5.93,2.07,39.7,24.2,80,135.8,0.4,3996.1
F00770,6.25,2.58,42.4,25.6,84,147.1,0.41,4398.6
F00771,6.04,3.19,51.3,24.6,74,173.6,0.48,4890.5
F00772,5.68,1.97,45.5,26.4,79,122.0,0.71,3995.9
F00773,7.16,3.2,30.2,29.8,71,151.1,0.67,3602.5
F00774,7.21,2.49,57.7,28.2,80,134.4,0.67,4811.0
F00775,5.94,3.49,32.0,28.2,81,134.8,0.69,3910.3
F00776,5.63,1.59,58.2,26.7,84,151.8,0.47,4982.8
F00777,6.98,3.17,30.8,28.9,77,176.1,0.74,4760.2
F00778,5.92,3.12,53.1,29.4,74,169.0,0.48,4140.3
F00779,6.29,3.85,46.0,29.8,73,151.2,0.45,4442.3
F00780,5.63,3.28,45.2,24.6,71,136.9,0.5,3916.3
F00781,5.95,3.49,32.2,29.3,76,133.9,0.59,3626.3
F00782,7.09,3.76,37.2,25.4,65,163.0,0.44,4288.7
F00783,7.11,3.19,53.3,26.4,80,117.5,0.66,4137.0
F00784,5.91,2.23,56.7,26.1,68,147.0,0.53,4954.9
F00785,6.17,3.67,45.9,28.1,78,140.4,0.6,4396.2
F00786,5.77,3.37,40.6,27.6,81,151.9,0.66,4620.7
F00787,5.65,2.56,31.8,24.7,76,115.0,0.72,3702.9
F00788,7.48,3.28,50.5,28.7,79,155.7,0.69,4585.5
F00789,6.81,3.67,38.4,26.6,76,150.2,0.59,3584.5
F00790,6.58,3.94,31.7,24.0,67,114.4,0.75,4419.6
F00791,7.03,3.88,50.0,26.5,74,136.0,0.59,4757.8
F00792,7.18,2.31,44.6,27.1,84,154.3,0.59,4224.6
F00793,7.11,2.55,30.4,24.4,81,172.1,0.46,3822.6
F00794,5.53,1.77,33.3,24.9,78,109.8,0.45,4165.6
F00795,5.87,2.12,51.0,30.0,77,100.7,0.46,4761.7
